date,Otwarcie,Najwyzszy,Najnizszy,close,Wolumen
2016-10-28,1795.14,1817.79,1783.82,1817.79,28725951
2016-10-31,1816.88,1831.49,1809.89,1814.66,27833606
2016-11-02,1804.87,1804.87,1759.01,1765.62,40381546
2016-11-03,1764.66,1773.49,1756.86,1767.37,32701997
2016-11-04,1765.48,1766.13,1757.07,1758.22,17564259
2016-11-07,1773.16,1788.47,1755.4,1761.79,25201503
2016-11-08,1767.24,1783.22,1767.24,1783.22,20600260
2016-11-09,1761.64,1790.66,1748.46,1790.66,26990388
2016-11-10,1800.19,1831.76,1796.75,1796.75,44102443
2016-11-14,1794.23,1805.3,1753.86,1753.86,41094272
2016-11-15,1757.25,1767.71,1746.95,1754.02,36263626
2016-11-16,1757.61,1769.29,1750.08,1758.54,33527644
2016-11-17,1761.95,1766.31,1739.73,1742.39,23768387
2016-11-18,1736.82,1741.6,1717.55,1725.74,24377592
2016-11-21,1731.39,1757.81,1731.39,1756.35,31942158
2016-11-22,1765.41,1779.86,1765.41,1775.66,27841299
2016-11-23,1772.69,1796.63,1772.66,1796.63,34561177
2016-11-24,1798,1811.99,1795.48,1807.27,19371914
2016-11-25,1810.46,1812.8,1785.16,1796.3,30842716
2016-11-28,1794.64,1796.61,1774.67,1776.3,24655191
2016-11-29,1777.84,1785.08,1771.13,1780.04,29194098
2016-11-30,1783.45,1808.78,1783.06,1798.22,80903768
2016-12-01,1802.89,1802.89,1781.72,1783.94,28044975
2016-12-02,1787.79,1790.9,1777.56,1783.57,26538153
2016-12-05,1788.93,1845.66,1788.93,1845.66,24302885
2016-12-06,1846.82,1878.76,1843.64,1876.56,36975575
2016-12-07,1877.73,1900.64,1874.68,1889.51,53037801
2016-12-08,1898.82,1924.22,1885.42,1921.08,58329246
2016-12-09,1916.66,1918.27,1888.59,1899.76,44104028
2016-12-12,1904.31,1904.52,1875.67,1882.58,26640178
2016-12-13,1886.78,1919.67,1885.2,1919.49,39882380
2016-12-14,1917.77,1935.51,1904.54,1934.87,41191584
2016-12-15,1931.36,1932.39,1909.35,1911.16,23926034
2016-12-16,1913.05,1927.9,1903.57,1918.54,59526031
2016-12-19,1915.46,1929.48,1893.02,1924.67,28448920
2016-12-20,1929.47,1948.4,1929.47,1940.46,36354598
2016-12-21,1941.74,1952.86,1925.43,1927.9,26558440
2016-12-22,1927.7,1944.84,1914.23,1943.73,25241792
2016-12-23,1942.49,1955.42,1927.03,1933.6,12806768
2016-12-27,1933.1,1939.56,1930.21,1936.72,6557708
2016-12-28,1935.38,1945.77,1924.02,1932.75,18109174
2016-12-29,1934.69,1946.32,1931.44,1946.32,15662597
2016-12-30,1948.89,1957.17,1945.23,1947.92,16145079
2017-01-02,1947.54,1963.54,1937.24,1956.72,7933681
2017-01-03,1961.73,1990.4,1961.73,1989.64,25913047
2017-01-04,1991.97,2001.91,1981.29,1999.93,25643848
2017-01-05,1994.72,2007.15,1986.53,1998.76,27693819
2017-01-09,1999.15,2009.19,1991.08,2009.19,24813048
2017-01-10,2007.4,2034.03,2007.4,2023.64,28956830
2017-01-11,2024.89,2033.43,2010.45,2030.64,33749999
2017-01-12,2029.68,2044.59,2015.98,2022.95,31726069
2017-01-13,2023.01,2027.02,2007.24,2015.89,22310505
2017-01-16,2013.32,2033.73,2002.09,2025.25,19712924
2017-01-17,2026.4,2026.4,2012.61,2015.28,18011851
2017-01-18,2018.57,2021.84,2005.65,2005.65,25378612
2017-01-19,2005.6,2020.12,2005.49,2015.47,17609117
2017-01-20,2015.31,2027.35,2006.01,2006.01,22934976
2017-01-23,2004.04,2007.59,1991.36,1991.36,14323802
2017-01-24,1994.53,2013.45,1985.66,2013.17,22832370
2017-01-25,2015.01,2080.98,2015.01,2079.15,31111078
2017-01-26,2086.78,2101.66,2074.26,2080.4,57201144
2017-01-27,2078.43,2087.72,2064.85,2084.05,24071241
2017-01-30,2082.83,2088.55,2051.49,2051.49,16549519
2017-01-31,2052.23,2074.86,2051.06,2056.83,23020800
2017-02-01,2065.94,2090.58,2065.94,2079.1,23564712
2017-02-02,2078.01,2079.66,2062.38,2065.14,18037770
2017-02-03,2065.59,2076.26,2060.17,2076.12,19227025
2017-02-06,2078.45,2096.99,2072.75,2089.61,19397350
2017-02-07,2089.06,2096.61,2078.29,2086.54,16986382
2017-02-08,2087.15,2091.32,2075.54,2083.65,25640046
2017-02-09,2092.88,2138.41,2090.98,2132.4,38869671
2017-02-10,2144.56,2159.87,2144.56,2154.79,40919647
2017-02-13,2161.17,2186.24,2157.79,2179.66,30744200
2017-02-14,2181.34,2186.18,2160.9,2173.76,64235026
2017-02-15,2180.23,2191.14,2162.71,2184.33,46522131
2017-02-16,2185.44,2225.04,2176.09,2215.36,50313620
2017-02-17,2214.85,2219.09,2181.51,2188.3,32846468
2017-02-20,2193.39,2200.49,2186.28,2192.79,14252190
2017-02-21,2192.53,2248.52,2192.18,2248.52,27478572
2017-02-22,2252.57,2260.77,2231.02,2251.02,26211709
2017-02-23,2249.81,2272.01,2241.82,2256.01,26058113
2017-02-24,2252.39,2253.93,2202.39,2212.04,29656618
2017-02-27,2212.87,2223.76,2199.4,2210.26,18271128
2017-02-28,2214.22,2216.98,2187.79,2191.25,32147756
2017-03-01,2195.25,2259.6,2195.25,2253.96,33219483
2017-03-02,2256.56,2269.47,2241.45,2254.51,38923722
2017-03-03,2244.31,2248.09,2228.38,2232.98,35069211
2017-03-06,2232.66,2240.03,2211.05,2217.41,23454376
2017-03-07,2212.81,2217.31,2198.21,2200.98,27289266
2017-03-08,2196.62,2216.67,2196.62,2213.24,24394432
2017-03-09,2215.88,2215.88,2167.04,2189.66,33497573
2017-03-10,2195.42,2224.01,2195.42,2200.03,24594189
2017-03-13,2200.2,2242.55,2200.2,2242.55,21398510
2017-03-14,2242.95,2249.26,2228.74,2238.38,34980452
2017-03-15,2244.71,2246.33,2228.72,2229.87,26088999
2017-03-16,2246.85,2285.17,2246.85,2283.7,30882447
2017-03-17,2285.74,2308.92,2284.23,2296.97,62883209
2017-03-20,2294.85,2295.07,2265.28,2281.45,16461569
2017-03-21,2280.19,2301.34,2243.34,2252.57,25935929
2017-03-22,2230.81,2230.81,2204.96,2223.84,25580730
2017-03-23,2216.35,2236.92,2213.96,2235.33,24460096
2017-03-24,2235.16,2245.11,2222.71,2234.82,14353562
2017-03-27,2215.3,2215.3,2189.23,2201.88,15550507
2017-03-28,2209.06,2225.41,2208.01,2225.41,20395136
2017-03-29,2235.73,2246.31,2202.8,2214.45,22060664
2017-03-30,2218.61,2221.62,2187.93,2209.1,22104507
2017-03-31,2203.46,2206.23,2175.96,2175.96,25578190
2017-04-03,2188.57,2223.94,2188.57,2219.88,15253292
2017-04-04,2215.65,2245.98,2212.81,2239.3,16056012
2017-04-05,2238.79,2262.18,2237.34,2253.64,19887374
2017-04-06,2243.86,2254.47,2228.48,2254.47,16506847
2017-04-07,2250.06,2255.72,2233.49,2248.33,17336224
2017-04-10,2250.93,2255.25,2243.26,2244.02,12876184
2017-04-11,2241.61,2253.02,2206.89,2221.82,23443244
2017-04-12,2223.29,2238.45,2212.6,2214.06,22528334
2017-04-13,2216.92,2238.09,2214.26,2233.63,21122349
2017-04-18,2237.96,2259.53,2231.06,2237.36,25384597
2017-04-19,2243.91,2276.46,2243.38,2274.69,29982677
2017-04-20,2273.77,2291.55,2267.55,2285.82,27111821
2017-04-21,2287.86,2300.71,2259.11,2264.07,25878152
2017-04-24,2283.16,2304.25,2283.16,2296.9,19952215
2017-04-25,2300.42,2353.17,2300.42,2353.17,25366154
2017-04-26,2354.17,2387.66,2342.28,2383.97,30797141
2017-04-27,2378.56,2393.45,2371.98,2382.78,26213756
2017-04-28,2384.53,2399.24,2368.94,2376.87,27644705
2017-05-02,2381.68,2398.73,2381.68,2392.09,19789466
2017-05-04,2395.19,2422.31,2365.66,2381,39728578
2017-05-05,2367.91,2385.44,2349.24,2382.17,26507264
2017-05-08,2389.8,2394.29,2360.64,2374.23,19660762
2017-05-09,2378.66,2414.73,2376.17,2413.53,23805914
2017-05-10,2409.88,2419.08,2375.44,2380.25,23425141
2017-05-11,2381.66,2408.99,2361,2364.93,34945317
2017-05-12,2367.93,2374.62,2358.91,2368.5,28745677
2017-05-15,2378.39,2388.7,2361.82,2377.15,16598875
2017-05-16,2375.63,2380.39,2323.57,2340.34,23040908
2017-05-17,2330.87,2337.51,2301.12,2302.21,28726993
2017-05-18,2299.09,2311.2,2263.06,2295.14,22977944
2017-05-19,2297.16,2334.82,2292.35,2328.7,21626569
2017-05-22,2336.02,2346.84,2304.8,2343.13,20461056
2017-05-23,2339.18,2342.23,2305.86,2307.84,18972546
2017-05-24,2305.98,2324.99,2292.01,2324.99,23585504
2017-05-25,2339.54,2363.03,2339.54,2358.41,31903580
2017-05-26,2353.12,2354.58,2326.28,2326.28,16854500
2017-05-29,2326.69,2331.27,2314.7,2323.58,6709810
2017-05-30,2315.74,2315.74,2286.41,2292.27,17732229
2017-05-31,2292.96,2317.62,2277.06,2281.18,49624647
2017-06-01,2283.62,2289.82,2267.37,2278.26,25962936
2017-06-02,2292.38,2303.21,2289.42,2303.21,19614438
2017-06-05,2301.67,2302.4,2271.97,2276.01,16067069
2017-06-06,2270.87,2307.5,2257.98,2303.68,19897901
2017-06-07,2308.36,2328.34,2305.34,2308.64,27352510
2017-06-08,2310.69,2343.56,2300.75,2340.23,24473615
2017-06-09,2339.71,2355.79,2330.72,2330.72,20795133
2017-06-12,2329.9,2329.9,2288.64,2295.01,16466683
2017-06-13,2297.3,2310.42,2284.71,2302.41,16779454
2017-06-14,2301.42,2311.02,2288.64,2295.99,23315258
2017-06-16,2293.17,2315.37,2290.96,2304.5,35238957
2017-06-19,2312.63,2337.06,2312.63,2334.27,26776212
2017-06-20,2327.84,2327.84,2297.65,2302.83,19692102
2017-06-21,2295.92,2319.13,2280.63,2319.13,28205430
2017-06-22,2313.6,2323.43,2300.68,2308.16,18948649
2017-06-23,2305.7,2317.13,2302.88,2304.48,21772871
2017-06-26,2313.84,2351.61,2313.84,2337.69,16791441
2017-06-27,2334.82,2355.53,2332.27,2345.05,23102328
2017-06-28,2343.41,2343.41,2322.38,2327.68,18697601
2017-06-29,2334.5,2350.41,2315.39,2329.26,15564727
2017-06-30,2324.71,2329.24,2297.08,2299.8,20115077
2017-07-03,2305.25,2323.74,2301.55,2323.74,10843440
2017-07-04,2317.64,2317.64,2293.08,2294.27,12065259
2017-07-05,2298.75,2307.87,2294.14,2307.49,19002253
2017-07-06,2309.29,2323.94,2288.76,2300.74,13310858
2017-07-07,2299.26,2306.23,2290.98,2295.82,13058367
2017-07-10,2305.52,2316.01,2290.47,2300.66,13262509
2017-07-11,2303.48,2312.57,2294.2,2297.73,17643061
2017-07-12,2297.08,2343.27,2297.08,2341.54,30946174
2017-07-13,2335.49,2350.83,2333.08,2350.83,32212428
2017-07-14,2349.47,2351.05,2333.11,2350.43,20685827
2017-07-17,2353.46,2379.2,2353.46,2372.17,18412793
2017-07-18,2367.99,2381.08,2355.4,2360.75,18680541
2017-07-19,2364,2378.42,2362.34,2374.31,22258496
2017-07-20,2375.73,2387.1,2357.35,2358.5,24806706
2017-07-21,2356.9,2370.28,2342.42,2343.1,20637206
2017-07-24,2344.63,2345.94,2329.49,2334.69,13867593
2017-07-25,2337.8,2346.12,2328.87,2341.36,25054105
2017-07-26,2344.28,2363.74,2344.28,2360.26,16089710
2017-07-27,2361.54,2363.85,2343.57,2350.91,19418237
2017-07-28,2344.85,2360.83,2331.71,2360.42,23276373
2017-07-31,2357.45,2388.25,2356.82,2374.17,27541587
2017-08-01,2377.03,2387.16,2366.02,2386.4,21992640
2017-08-02,2387.69,2397.4,2363.84,2366.06,23655870
2017-08-03,2365.65,2374.8,2353.22,2365.48,19913048
2017-08-04,2365.84,2385.36,2365.84,2380.16,14221430
2017-08-07,2380.96,2391.39,2376.42,2388.21,12889897
2017-08-08,2387.51,2425.02,2383.14,2425.02,17915206
2017-08-09,2420.38,2420.38,2391.26,2408.11,18513508
2017-08-10,2403.19,2412.2,2378.92,2382.67,20435255
2017-08-11,2373.71,2379.21,2364.3,2371.72,17592427
2017-08-14,2375.77,2388.28,2374.89,2376.66,12262155
2017-08-16,2378.88,2401.17,2378.88,2381.18,24489014
2017-08-17,2378.87,2381.49,2353.18,2353.18,22422140
2017-08-18,2346.8,2359.87,2338.6,2359.87,18983058
2017-08-21,2358.89,2378.2,2350.86,2377.28,18076215
2017-08-22,2380.47,2393.15,2376.43,2387.24,18195791
2017-08-23,2387.52,2395.62,2374.66,2391.06,14965936
2017-08-24,2395.3,2456.82,2395.3,2456.27,28821793
2017-08-25,2464.81,2481.63,2459.27,2471.74,19644957
2017-08-28,2474.13,2534.04,2470.06,2531.31,21492576
2017-08-29,2525.41,2525.41,2479.35,2497.58,23903291
2017-08-30,2507.29,2537.24,2503.35,2524.57,24313159
2017-08-31,2520.23,2532.83,2501.59,2516.26,26150711
2017-09-01,2512.46,2528.82,2508.86,2527.62,15899558
2017-09-04,2513.38,2525.72,2508.27,2519.42,15063183
2017-09-05,2521.04,2550.74,2513.24,2517.45,20397129
2017-09-06,2512.11,2528.3,2506.3,2512.4,18696882
2017-09-07,2511.82,2528.65,2482.13,2491.79,24762483
2017-09-08,2488.67,2499.63,2479.83,2483.58,18177296
2017-09-11,2489.43,2524.21,2489.43,2513.44,17103778
2017-09-12,2518.15,2536.08,2500.09,2505.88,18662828
2017-09-13,2507.73,2522.25,2499.45,2500.16,18009304
2017-09-14,2502.15,2511.08,2498.32,2507.43,20550646
2017-09-15,2507,2514.27,2492.89,2498.32,44024410
2017-09-18,2503.74,2525.41,2497.1,2501.75,15089511
2017-09-19,2495.79,2512.63,2495.79,2502.81,16350884
2017-09-20,2505.52,2518.1,2480.2,2499.63,12881674
2017-09-21,2501.16,2501.16,2464.53,2468.72,18563784
2017-09-22,2464.57,2481.28,2460.28,2480.73,16698350
2017-09-25,2479.08,2485.2,2453.15,2453.15,12084534
2017-09-26,2452.04,2461.48,2437.15,2443.34,14174482
2017-09-27,2447.67,2456.47,2430.03,2433.82,12196405
2017-09-28,2430.81,2440.4,2422.97,2427.04,18051118
2017-09-29,2430.17,2462.04,2430.17,2453.46,19541273
2017-10-02,2459.84,2480.47,2456.08,2469.58,15273199
2017-10-03,2471.22,2488.67,2465.9,2469.51,19843352
2017-10-04,2470.39,2489.93,2443.82,2444.19,25133969
2017-10-05,2444.16,2469.8,2439.73,2463.45,17932630
2017-10-06,2466,2485.35,2463.56,2479.46,20003941
2017-10-09,2483.61,2499.35,2479.67,2499.35,11981485
2017-10-10,2506.81,2519.73,2503.89,2516.49,15674573
2017-10-11,2520.81,2556.95,2519.87,2551.78,32741288
2017-10-12,2557.48,2566.02,2536.52,2537.69,21374117
2017-10-13,2538.56,2546.32,2528.16,2528.16,14280377
2017-10-16,2528.44,2546.95,2528.44,2534.52,15732315
2017-10-17,2534.17,2538.75,2514.36,2514.36,20081572
2017-10-18,2518.16,2526.25,2502.34,2502.34,18134740
2017-10-19,2490.24,2501.36,2465.78,2467.49,20080841
2017-10-20,2473.82,2486.56,2457.52,2465.51,19161334
2017-10-23,2466.64,2487.81,2466.64,2473.42,14757641
2017-10-24,2468.98,2474.35,2447.09,2448.45,20890244
2017-10-25,2449.02,2466.39,2443.27,2449.89,13708375
2017-10-26,2452.47,2463.63,2441.88,2456.17,30666074
2017-10-27,2462.46,2492.93,2454.83,2488.5,25518363
2017-10-30,2490.8,2521.41,2490.8,2517.03,12461231
2017-10-31,2514.24,2524.9,2504.11,2524.9,15668991
2017-11-02,2524.52,2532.85,2496.85,2501.4,15111578
2017-11-03,2503.49,2509.59,2483.21,2494.52,16356788
2017-11-06,2497.52,2522.12,2486.33,2515.34,14099583
2017-11-07,2521.05,2566.59,2521.05,2536.37,23705386
2017-11-08,2545.38,2548.95,2512.4,2513.34,20131826
2017-11-09,2513.25,2513.88,2466.03,2478.21,20885908
2017-11-10,2477.93,2482.26,2456.04,2457.62,26890891
2017-11-13,2458.9,2472.26,2442.08,2454.6,26688370
2017-11-14,2464.53,2477.1,2456.17,2464.35,20013919
2017-11-15,2460.26,2460.26,2412.78,2418.96,17079680
2017-11-16,2428.52,2438.67,2409.42,2411.11,24881517
2017-11-17,2412.64,2445.7,2410.81,2443.83,13232085
2017-11-20,2438.15,2470.34,2431.37,2468.09,14080013
2017-11-21,2469.21,2496.62,2465.91,2489.08,21240636
2017-11-22,2490.63,2500.37,2472.85,2489.5,18166710
2017-11-23,2482.04,2514.94,2473.79,2503.93,11572042
2017-11-24,2502.59,2518.04,2478.62,2479.25,11566354
2017-11-27,2477.97,2504.29,2471.74,2497.15,13570449
2017-11-28,2494.79,2498.45,2473.94,2485.71,18230603
2017-11-29,2491.96,2506.2,2436.24,2436.24,17024671
2017-11-30,2436.48,2449.14,2408.69,2408.69,44732462
2017-12-01,2411.13,2430.44,2376.91,2389.92,20569569
2017-12-04,2392.69,2424.97,2370.52,2404.15,18495602
2017-12-05,2403.25,2423.52,2396.6,2407.72,16610992
2017-12-06,2400.9,2405.69,2383.18,2394.67,28557507
2017-12-07,2396.49,2414,2378.22,2393.34,30207862
2017-12-08,2400.6,2426.9,2397.88,2408.83,24553428
2017-12-11,2410.81,2417.3,2381.8,2386.93,13452021
2017-12-12,2385.06,2413.68,2375.2,2413.68,23133977
2017-12-13,2411.34,2415.97,2400.94,2409.46,16886531
2017-12-14,2405.42,2434.61,2404.08,2434.61,25027430
2017-12-15,2430.72,2432.48,2402.95,2416.95,39453558
2017-12-18,2420.28,2466.08,2420.28,2466.08,16866578
2017-12-19,2465.96,2478.97,2455.99,2455.99,14650308
2017-12-20,2455.5,2473.47,2453.77,2459.33,16781086
2017-12-21,2460.57,2467.89,2450.37,2463.59,14932691
2017-12-22,2462.69,2468.27,2445.65,2445.65,10108301
2017-12-27,2445.51,2480.63,2445.51,2480.63,16984290
2017-12-28,2475.48,2484.41,2464.31,2480.25,14429626
2017-12-29,2479.48,2481.71,2452.07,2461.21,14249523
2018-01-03,2463.26,2474.76,2430.69,2463.25,20684563
2018-01-04,2473.23,2536.84,2473.23,2533.17,30459124
2018-01-05,2530.77,2538.34,2514.09,2529.55,24857953
2018-01-08,2534.53,2551.32,2529.45,2548.61,20115690
2018-01-09,2552.5,2555.69,2522.21,2528.38,23981600
2018-01-10,2531.05,2531.6,2499.76,2511.27,20884553
2018-01-11,2517.35,2534.56,2504.67,2534.56,24590451
2018-01-12,2536.81,2550.79,2527.02,2539.29,17336808
2018-01-15,2535.37,2546.66,2523.83,2542.65,9109497
2018-01-16,2541.61,2602.34,2529.68,2591.1,30688753
2018-01-17,2587.72,2606.59,2584.69,2600.37,20608070
2018-01-18,2604.79,2610.63,2591.22,2591.22,17710495
2018-01-19,2592.75,2604.46,2589.89,2601.82,14913658
2018-01-22,2600.44,2621.93,2599.95,2620.87,17117639
2018-01-23,2629.53,2650.16,2613.07,2630.37,28512840
2018-01-24,2629.4,2630.21,2606.34,2621.59,19309927
2018-01-25,2614.92,2616.47,2587.95,2589.3,20922649
2018-01-26,2592.23,2601.99,2587.26,2600.48,19188796
2018-01-29,2599.2,2607.83,2583.4,2593.4,14459321
2018-01-30,2581.75,2581.75,2557.59,2566.14,17764773
2018-01-31,2565.29,2577.48,2553.81,2553.81,17988261
2018-02-01,2558.83,2580.23,2511.05,2534.21,17526649
2018-02-02,2526.55,2530.02,2502.95,2507.24,17744079
2018-02-05,2492.39,2508.7,2482.56,2505.98,17943951
2018-02-06,2445.53,2450.47,2401.89,2412.03,32490058
2018-02-07,2426.89,2441.67,2421.19,2441.67,26692347
2018-02-08,2440.29,2445.8,2406.48,2406.48,21040292
2018-02-09,2396.78,2409.64,2375.41,2382.79,32361862
2018-02-12,2402.18,2430.88,2402.18,2414.41,15319638
2018-02-13,2417.65,2431.67,2416.23,2431.67,19282376
2018-02-14,2439.12,2449.79,2413.79,2449.79,19553217
2018-02-15,2461.15,2473.58,2423.57,2423.57,17931321
2018-02-16,2445.4,2448.61,2396.54,2406.96,13445801
2018-02-19,2409.93,2420.91,2399.39,2408.49,7388012
2018-02-20,2404.56,2415.33,2392.16,2413.23,7938083
2018-02-21,2409.27,2411.07,2392.71,2405.47,18149909
2018-02-22,2389.87,2416.42,2372.06,2410.69,26234283
2018-02-23,2412.41,2427.26,2393.61,2406.11,16006759
2018-02-26,2418.02,2429.68,2403.09,2408.63,11836372
2018-02-27,2417.07,2429.65,2411.49,2421.51,23939840
2018-02-28,2410.71,2410.71,2364.32,2364.32,34958242
2018-03-01,2361.73,2365.51,2316.63,2334.96,30069522
2018-03-02,2327.98,2330.15,2298.69,2314.23,23190408
2018-03-05,2303.1,2330.1,2296.48,2330.1,14018445
2018-03-06,2344.54,2351.07,2331.3,2339.51,18832716
2018-03-07,2327.37,2363.38,2317.42,2359.57,25345728
2018-03-08,2362.53,2362.53,2320.21,2322.09,23039122
2018-03-09,2322.03,2354.54,2295.87,2354.54,23878302
2018-03-12,2362.62,2380.48,2359.56,2378.72,17165272
2018-03-13,2379.28,2380.12,2349.35,2353.02,23987095
2018-03-14,2353.74,2355.06,2332.48,2335.97,28553855
2018-03-15,2343.78,2354.45,2319.47,2321.87,21050176
2018-03-16,2320.19,2324.41,2280.75,2285.08,62261625
2018-03-19,2285.14,2291,2248.53,2248.53,16195571
2018-03-20,2250.26,2278.69,2237.96,2272.09,22177164
2018-03-21,2268.87,2322.94,2268.87,2320.77,26436072
2018-03-22,2313.07,2329.54,2266.96,2274.1,28591145
2018-03-23,2254.88,2265.16,2230.87,2257.22,22170863
2018-03-26,2260.83,2270.45,2238.74,2240.65,16786155
2018-03-27,2258.98,2283.33,2246.32,2246.32,19027476
2018-03-28,2238.85,2238.85,2192.91,2203.7,28633261
2018-03-29,2215.94,2227.06,2210.26,2210.38,17310444
2018-04-03,2211.17,2249.4,2199.53,2239.15,18921365
2018-04-04,2238.25,2238.25,2197.99,2200.99,20729188
2018-04-05,2222.86,2247.25,2222.86,2243.58,16919528
2018-04-06,2244.33,2268.22,2231.61,2258.8,16916600
2018-04-09,2261.72,2288.2,2248.23,2262.16,23026883
2018-04-10,2280.21,2287.35,2253.65,2274.81,30394054
2018-04-11,2274.22,2287.53,2254.2,2271.93,25202177
2018-04-12,2270.78,2310.67,2267.99,2306.44,21914999
2018-04-13,2310.75,2321.97,2304.72,2310.32,18521659
2018-04-16,2311.13,2313.96,2291.08,2300.2,10682603
2018-04-17,2304.58,2310.61,2291.39,2307.95,16627257
2018-04-18,2306.43,2316.06,2293.11,2315.5,20963469
2018-04-19,2310.94,2341.94,2308.03,2324.73,17008390
2018-04-20,2322.32,2334.22,2298.2,2298.2,21450260
2018-04-23,2299.31,2309.34,2289.68,2291.59,17634832
2018-04-24,2296.24,2315.26,2269.06,2269.06,20941112
2018-04-25,2266.88,2276.97,2253.15,2257,20466343
2018-04-26,2257.11,2284.31,2253.3,2283.15,18865261
2018-04-27,2286.49,2291.15,2271.05,2276.41,16392986
2018-04-30,2277.25,2298.23,2277.11,2291.87,12114602
2018-05-02,2291.87,2306.05,2284.35,2291.92,15073914
2018-05-04,2280.5,2280.5,2227.94,2233.35,18285048
2018-05-07,2242.8,2251.42,2213.06,2214.36,11497852
2018-05-08,2215.62,2236.4,2210.68,2236.4,26740130
2018-05-09,2236.49,2282,2236.49,2281.12,22327696
2018-05-10,2292.11,2311.55,2279.41,2302.71,26545502
2018-05-11,2303.97,2329.36,2299.44,2329.36,16771590
2018-05-14,2328.58,2333.07,2308.97,2321.09,15057691
2018-05-15,2311.71,2311.71,2273.5,2276.45,37033002
2018-05-16,2278.96,2278.96,2254.88,2275.91,21012834
2018-05-17,2269.54,2280.22,2253.6,2255.78,23789484
2018-05-18,2256.15,2268.61,2222.17,2230.32,21799223
2018-05-21,2231.47,2272.61,2231.47,2268.39,16848588
2018-05-22,2267.88,2269.15,2237.66,2248.71,19612175
2018-05-23,2242.19,2242.19,2200.81,2209.32,28548637
2018-05-24,2212.23,2241.43,2208.72,2213.26,30163221
2018-05-25,2216.49,2226,2196.02,2213.24,29693344
2018-05-28,2214.87,2232.88,2204.55,2217.87,12348420
2018-05-29,2208.65,2208.65,2161.35,2191.95,36309856
2018-05-30,2186.58,2186.58,2151.5,2157.07,159374900
2018-06-01,2158,2190.26,2144.73,2190.26,30134367
2018-06-04,2198.46,2221.05,2198.35,2210.1,20707694
2018-06-05,2217.1,2255.95,2197.38,2255.95,24148980
2018-06-06,2259.34,2266.11,2247.02,2256.67,23621089
2018-06-07,2267.32,2287.02,2260.17,2270.75,24576734
2018-06-08,2260.53,2260.53,2244.42,2250.06,17546792
2018-06-11,2259.61,2266.29,2229.68,2234.52,13890412
2018-06-12,2237.53,2256.63,2235.84,2252.39,17687950
2018-06-13,2256.86,2256.86,2227.14,2238.94,23765149
2018-06-14,2232.51,2247.99,2219.84,2238.39,18220100
2018-06-15,2240.09,2245.12,2203.01,2203.01,47615526
2018-06-18,2203.75,2209.5,2146.34,2150.98,15522433
2018-06-19,2137.66,2137.66,2108.1,2120.75,23457249
2018-06-20,2126.96,2176.46,2126.96,2154.18,16667292
2018-06-21,2159.39,2167.56,2127.92,2150.91,19893957
2018-06-22,2158.13,2174.15,2155.02,2162.88,21100094
2018-06-25,2154.93,2177.65,2149.03,2155.9,18592500
2018-06-26,2156.24,2174.11,2151.81,2153.4,18245830
2018-06-27,2149.33,2154.87,2129.8,2143.25,19418575
2018-06-28,2141.71,2141.71,2096.93,2098.75,19639940
2018-06-29,2111.05,2135.47,2111.05,2135.47,21960104
2018-07-02,2119.7,2125.11,2097.76,2119.31,15836242
2018-07-03,2125.36,2162.03,2123.69,2160.24,12363487
2018-07-04,2156.43,2182.51,2156.39,2182.51,9607409
2018-07-05,2164.27,2184.32,2154.51,2156.59,13916390
2018-07-06,2158.24,2165.15,2148.83,2152.06,14266167
2018-07-09,2162.62,2174.69,2141.14,2151.7,11232643
2018-07-10,2154.32,2194.86,2144.66,2177.67,20828950
2018-07-11,2171.87,2171.87,2150.88,2154.28,13982675
2018-07-12,2160.13,2169.94,2157.49,2161.2,13201054
2018-07-13,2169.37,2173.75,2147.66,2157.14,11278845
2018-07-16,2155.15,2165.93,2133.98,2133.98,9572086
2018-07-17,2141.57,2154.62,2132.06,2153.21,16471405
2018-07-18,2155.27,2167.04,2140.81,2149.12,15720475
2018-07-19,2137.6,2150.64,2127.36,2146.82,19914424
2018-07-20,2142.09,2182.92,2138.68,2182.92,24525499
2018-07-23,2189.2,2213.88,2184.77,2204.53,17749877
2018-07-24,2209.65,2249.28,2209.65,2244.27,21409637
2018-07-25,2250.61,2268.2,2236.63,2260.7,15241676
2018-07-26,2263.96,2309.86,2263.96,2304.67,21761558
2018-07-27,2306.43,2309.18,2285.08,2290.77,13807162
2018-07-30,2289.23,2327.77,2281.26,2327.77,15672724
2018-07-31,2322.89,2327.2,2294.9,2302.13,22469798
2018-08-01,2304.04,2315.48,2278.54,2315.48,19268130
2018-08-02,2309.85,2309.85,2278.44,2283.94,14948812
2018-08-03,2284.28,2301.97,2277.56,2286.92,10677341
2018-08-06,2290.1,2295.82,2267.3,2295.82,8405164
2018-08-07,2295.3,2309.59,2291.68,2304.11,11833275
2018-08-08,2321.55,2331.79,2301.11,2307.12,21388375
2018-08-09,2308.44,2324.73,2292.39,2324.73,13225627
2018-08-10,2308.65,2308.65,2247.15,2247.15,24704314
2018-08-13,2243.43,2271.34,2230.73,2260.88,16502908
2018-08-14,2268.7,2285.87,2252.28,2272.73,12656279
2018-08-16,2262.45,2268.24,2244.42,2262.1,18812432
2018-08-17,2265.39,2265.39,2217.74,2217.74,16081282
2018-08-20,2225.55,2243.71,2225.55,2236.08,16505716
